"","p10","start.date","tmin","tmax","tave","precip","humidity","sunshine","wind_vel","wind_dir","max_gust","max_gust_dir"
"728",728,2005-11-27 07:00:00,24.16,30.84,27.1,54.3,86.9,4.79,1.85714285714286,"N ",10,270
"729",729,2005-12-07 07:00:00,23.96,30.14,26.29,350.1,90.1,3.87,1.42857142857143,"N ",8,360
"730",730,2005-12-17 07:00:00,23.54,29.84,26.22,87.3,89.7,3.54,1.85714285714286,"N ",8,200
"731",731,2005-12-27 07:00:00,24.68,30.14,27.15,127.888888888889,86.7,3.98,2.25,"N ",8,360
"732",732,2006-01-06 07:00:00,24,30.75,26.84,81.8,87.6,4.71,1.66666666666667,"N ",6,260
"733",733,2006-01-16 07:00:00,24.72,30.78,27.23,29.1,85.4,4.98,3.1,"N ",8,260
"734",734,2006-01-26 07:00:00,25.84,31.8,28.24,5,80,6.925,3.1,"N ",8,360
"735",735,2006-02-05 07:00:00,24.14,30.97,27.32,100.888888888889,85.8,5.24,1.77777777777778,"N ",5,300
"736",736,2006-02-15 07:00:00,25.08,31.5,27.8,49.2222222222222,84.9,5.21,1.88888888888889,"N ",5,360
"737",737,2006-02-25 07:00:00,24.6,30.38,27.07,47.25,89,2.97,2.66666666666667,"N ",11,360
"738",738,2006-03-07 07:00:00,24.64,31.86,27.94,0,85.5,6.37,1.5,"N ",8,290
"739",739,2006-03-17 07:00:00,24.84,32.56,28.2,12.75,86,4.68,NA,"N ",5,300
"740",740,2006-03-27 07:00:00,24.24,32.04,27.66,22.6,86,5.35,1.5,"N ",5,270
"741",741,2006-04-06 07:00:00,24.01,31.75,27.1,160.2,86.9,5.36,1.125,"N ",4,190
"742",742,2006-04-16 07:00:00,24.06,31.7,27.5,137.5,86.6,5.47,NA,"N ",8,280
"743",743,2006-04-26 07:00:00,24.6,32.2,27.98,82,84.3,5.94,1.33333333333333,"N ",5,210
"744",744,2006-05-06 07:00:00,24.56,32.24,27.84,63.3333333333333,84.7,5.72,1.14285714285714,"N ",4,90
"745",745,2006-05-16 07:00:00,23.68,31.62,27.25,120.8,84.8,4.88,1.42857142857143,"N ",5,80
"746",746,2006-05-26 07:00:00,23.92,31.36,27.03,85,87.3,4.93,1.42857142857143,"N ",6,NA
"747",747,2006-06-05 07:00:00,23.54,31.32,26.67,217,86.8,6.14,1.4,"N ",4,80
"748",748,2006-06-15 07:00:00,23.68,31.48,27.11,73,85.7,4.72,2,"N ",4,90
"749",749,2006-06-25 07:00:00,24.12,31.76,27.49,0,83.3,6.49,2.7,"E ",6,100
"750",750,2006-07-05 07:00:00,23.88,31.98,27.53,0,81.4,7.14,3.3,"E ",6,180
"751",751,2006-07-15 07:00:00,24.01,32.28,27.43,5.2,83.3,6.67,3.1,"E ",8,100
"752",752,2006-07-25 07:00:00,23.2,31.86,26.93,1.6,81.9,7.04,3.1,"S ",8,180
"753",753,2006-08-04 07:00:00,23.04,31.46,26.76,0,79,7.3,3.7,"S ",8,90
"754",754,2006-08-14 07:00:00,23.48,32.4,27.35,0,79.7,6.87,3.6,"E ",7,90
"755",755,2006-08-24 07:00:00,22.96,32.36,27.1,0.3,78.9,6.81,3,"E ",6,180
"756",756,2006-09-03 07:00:00,23.16,32.14,27.07,6.6,80,6.23,3.1,"S ",6,150
"757",757,2006-09-13 07:00:00,23.38,31.8,26.75,54.6,84.2,4.54,2.7,"N ",8,170
"758",758,2006-09-23 07:00:00,22.44,31.7,26.57,0,81.1,7.25,3.6,"S ",8,180
"759",759,2006-10-03 07:00:00,22.77,32.03,26.89,0,80.8,4,2.7,"S ",6,90
"760",760,2006-10-13 07:00:00,23.52,31.64,27.12,0,79.7,0.99,1.9,"N ",5,180
"761",761,2006-10-23 07:00:00,23.56,31.56,26.84,26.8,84,4.49,1.88888888888889,"N ",4,280
"762",762,2006-11-02 07:00:00,23.86,30.78,26.8,123.555555555556,84.3,2.96,2.22222222222222,"N ",6,190
"763",763,2006-11-12 07:00:00,23.64,30.6,26.54,114.9,88.4,2.9,1.88888888888889,"N ",5,100
"764",764,2006-11-22 07:00:00,24.16,31.24,27.31,43.9,84.8,5.03,1.875,"N ",4,270
"765",765,2006-12-02 07:00:00,24.12,31.34,27.2,82.9,85.1,5.95,1.55555555555556,"N ",4,320
"766",766,2006-12-12 07:00:00,24.46,31.2,27.24,132.3,87,5.29,2.2,"N ",5,280
"767",767,2006-12-22 07:00:00,24.48,29.34,26.24,226.9,90.4,2.83,2.1,"N ",5,290
"768",768,2007-01-01 07:00:00,24.4,30.2,26.92,115.8,87,3.98,2.8,"N ",6,350
"769",769,2007-01-11 07:00:00,24.72,30.68,27.28,49.7777777777778,87.7,4.85,2,"N ",8,270
"770",770,2007-01-21 07:00:00,24.08,30.46,26.9,82.1,85.9,4.88,2.6,"N ",6,280
"771",771,2007-01-31 07:00:00,25.26,30.94,27.66,102.9,82,6.8,2.9,"N ",5,360
"772",772,2007-02-10 07:00:00,24.3,31.04,27.44,21.1,83.5,5.68,1.8,"N ",4,320
"773",773,2007-02-20 07:00:00,23.98,30.68,27.03,106.777777777778,85.3,4.53,2.4,"N ",8,220
"774",774,2007-03-02 07:00:00,25.94,31.02,28.35,71.1,81.9,5.26,3.4,"N ",8,360
"775",775,2007-03-12 07:00:00,24.16,31.27,27.4,100.1,87.5,4.94,1.88888888888889,"N ",4,270
"776",776,2007-03-22 07:00:00,24.3,31.7,27.52,122,87.1,4.79,1.625,"N ",8,90
"777",777,2007-04-01 07:00:00,24.06,30.77,27.2,193.4,87.7,5.12,1.75,"N ",6,170
"778",778,2007-04-11 07:00:00,24.34,31.72,27.55,44,85.4,5.99,2,"N ",8,210
"779",779,2007-04-21 07:00:00,24.62,31.16,27.41,179.2,87.9,5.33,1.875,"N ",5,280
"780",780,2007-05-01 07:00:00,24.66,32.36,28.01,116.666666666667,81.5,5.53,2.7,"E ",4,80
"781",781,2007-05-11 07:00:00,24.72,32.35,28.07,8.8,83.6,5.61,1.7,"W ",8,290
"782",782,2007-05-21 07:00:00,24.9,32.92,28.46,41.8888888888889,83.8,6.45,2.5,"E ",4,130
"783",783,2007-05-31 07:00:00,24.36,31.91,27.24,102.888888888889,87.2,6,2.44444444444444,"E ",5,360
"784",784,2007-06-10 07:00:00,24.3,31.68,27.18,239.8,85.7,4.66,2.7,"E ",8,110
"785",785,2007-06-20 07:00:00,24.7,31.68,27.59,5.2,84.5,5.59,2.3,"E ",7,300
"786",786,2007-06-30 07:00:00,23.98,32.18,27.69,24.6666666666667,83.5,6.84,2.7,"E ",6,110
"787",787,2007-07-10 07:00:00,23.98,31.6,27.16,54.7,85,6.3,2.9,"E ",5,110
"788",788,2007-07-20 07:00:00,23.7,30.37,26.26,138.5,88.4,4.32,2.3,"E ",5,170
"789",789,2007-07-30 07:00:00,23.12,31.34,26.66,1.5,81.1,6.83,3.1,"S ",5,170
"790",790,2007-08-09 07:00:00,23.88,32.2,27.46,7.5,80.7,6.33,3.6,"S ",7,90
"791",791,2007-08-19 07:00:00,23.76,30.66,26.48,57.4,84.5,4.39,3.1,"E ",7,100
"792",792,2007-08-29 07:00:00,23.82,31.76,27.04,101.3,83.4,3.9,2.11111111111111,"W ",6,90
"793",793,2007-09-08 07:00:00,23.82,31.65,27.25,12.9,85.9,6.22,2.22222222222222,"N ",5,360
"794",794,2007-09-18 07:00:00,23.94,32.3,27.79,0,88,7.25,2.22222222222222,"W ",5,270
"795",795,2007-09-28 07:00:00,23.42,32.02,27.24,28.7,87.2,7.44,2.4,"E ",8,310
"796",796,2007-10-08 07:00:00,23.16,30.68,26.25,143.9,90.3,4.65,2.25,"E ",5,100
"797",797,2007-10-18 07:00:00,24.1,31.57,27.03,76.5,88.5,5.01,2.33333333333333,"E ",4,180
"798",798,2007-10-28 07:00:00,24.28,31.38,27.34,283.3,87.1,5.77,2.2,"W ",4,270
"799",799,2007-11-07 07:00:00,23.74,30.56,26.89,403.1,88.2,4.29,2.5,"NE",7,210
"800",800,2007-11-17 07:00:00,24.6,31,27.43,100.333333333333,88.6,5.78,2.4,"W ",5,330
"801",801,2007-11-27 07:00:00,24.34,30.84,27.18,226.125,88.7,4.56,2.2,"NW",5,20
"802",802,2007-12-07 07:00:00,24.46,30.38,27.04,145.444444444444,89.5,3.72,2.11111111111111,"W ",4,10
"803",803,2007-12-17 07:00:00,24.74,29.74,26.86,79,90,3.17,2.4,"NW",5,10
"804",804,2007-12-27 07:00:00,25.22,30.24,27.78,34.8,85.4,4.95,3.4,"NW",6,330
"805",805,2008-01-06 07:00:00,25.32,31.05,28.06,13.5555555555556,87,7.15,2.5,"NW",5,330
"806",806,2008-01-16 07:00:00,24.91,31.2,27.63,104.6,86.2,7.06,2.66666666666667,"NW",5,340
"807",807,2008-01-26 07:00:00,24.08,30.32,26.99,70.9,89.8,4.6,2.44444444444444,"NW",5,330
"808",808,2008-02-05 07:00:00,25.27,30.56,27.66,2.3,84,4.04,3.4,"NW",7,350
"809",809,2008-02-15 07:00:00,25.64,30.41,27.59,6.7,85.2,5.86,3.5,"NW",6,330
"810",810,2008-02-25 07:00:00,23.9,28.81,26.04,184.111111111111,92,2.16,2.33333333333333,"W ",5,330
"811",811,2008-03-06 07:00:00,23.64,30.29,26.68,56.1,89.4,3.69,2.22222222222222,"SW",4,200
"812",812,2008-03-16 07:00:00,24.1,30.66,26.85,70,89.1,4.3,2,"W ",6,250
"813",813,2008-03-26 07:00:00,24.48,31.53,27.51,2.44444444444444,85.5,4.62,2,"W ",6,300
"814",814,2008-04-05 07:00:00,23.74,31.78,27.42,90.4,88.6,6.16,2.2,"NE",6,320
"815",815,2008-04-15 07:00:00,24.08,31.04,26.64,127.3,91.4,4.4,2,"E ",9,270
"816",816,2008-04-25 07:00:00,24.6,32.86,28.28,12.8888888888889,87.4,7.07,2.4,"E ",6,100
"817",817,2008-05-05 07:00:00,24.18,31.61,27.32,11.1,87.1,6.22,2.6,"E ",6,170
"818",818,2008-05-15 07:00:00,24.4,33,27.97,11.1,84.7,7.44,3.3,"E ",5,170
"819",819,2008-05-25 07:00:00,23.96,31.54,26.74,132.4,88.2,4.78,2.9,"E ",6,190
"820",820,2008-06-04 07:00:00,24.16,31.14,26.63,90.8888888888889,87.5,4.35,2.5,"SE",8,150
"821",821,2008-06-14 07:00:00,23.64,32.4,27.27,6.5,84.7,6.65,3.3,"E ",7,30
"822",822,2008-06-24 07:00:00,23.9,32.09,27.13,157.7,86.6,6.5,3,"E ",7,100
"823",823,2008-07-04 07:00:00,23.67,31.36,26.66,48.1,86.6,5.13,3.3,"E ",7,100
"824",824,2008-07-14 07:00:00,23.52,30.95,26.88,20,85.4,4.51,3.4,"SE",7,140
"825",825,2008-07-24 07:00:00,23.94,31.54,27.03,0,85.6,6.21,3.4,"E ",7,130
"826",826,2008-08-03 07:00:00,23.12,31.92,26.92,62.6,82.7,5.64,3.5,"E ",8,130
"827",827,2008-08-13 07:00:00,24.25,32.06,27.1,34.2,84.7,5.46,3.6,"E ",8,130
"828",828,2008-08-23 07:00:00,23.62,30.44,26.29,127.9,87,3.34,2.66666666666667,"E ",5,90
"829",829,2008-09-02 07:00:00,23.96,30.56,26.44,225,87.6,3.79,2.8,"E ",6,100
"830",830,2008-09-12 07:00:00,24.44,31.68,27.16,69.7,84.5,5.21,3.4,"S ",6,80
"831",831,2008-09-22 07:00:00,24.18,32.34,27.49,80.7,83.2,7.11,3.2,"E ",6,110
"832",832,2008-10-02 07:00:00,23.88,31.02,26.57,266.4,87,4.88,2.3,"E ",8,180
"833",833,2008-10-12 07:00:00,24.1,30.8,26.76,188.8,86.7,4.19,2.25,"E ",6,100
"834",834,2008-10-22 07:00:00,24.36,31.26,27.08,93.3333333333333,85,4.23,2,"W ",5,90
"835",835,2008-11-01 07:00:00,24.62,30.93,27.59,62.6,84.2,4.22,1.625,"W ",4,350
"836",836,2008-11-11 07:00:00,24.38,30.82,27.11,158.6,85.7,3.85,2.33333333333333,"N ",5,360
"837",837,2008-11-21 07:00:00,24.62,31.2,27.37,44.6,86.9,4,1.9,"W ",5,90
"838",838,2008-12-01 07:00:00,24.36,29.2,26.41,465.3,90.1,2.62,2.11111111111111,"W ",5,280
"839",839,2008-12-11 07:00:00,24.36,29.63,26.64,197.1,87.7,3.94,2.9,"N ",6,270
"840",840,2008-12-21 07:00:00,24.2,30.01,26.63,138.2,87.2,3.5,2.4,"N ",10,270
"841",841,2008-12-31 07:00:00,24.02,30.2,26.69,162.7,86.4,4.93333333333333,2.1,"W ",8,290
"842",842,2009-01-10 07:00:00,24.84,29.86,27.06,11.4,82.2,5.1,4.8,"N ",10,340
"843",843,2009-01-20 07:00:00,24.6,30.25,26.92,455.888888888889,84,5.64,2.6,"N ",8,360
"844",844,2009-01-30 07:00:00,25.18,30.16,27.35,0.1,80,6.48,4.6,"NW",8,330
"845",845,2009-02-09 07:00:00,25.1,30.74,27.44,3.1,82.5,5.33,2.5,"NW",5,300
"846",846,2009-02-19 07:00:00,24.32,30.88,27,108.5,86.1,4.86,2,"W ",5,270
"847",847,2009-03-01 07:00:00,24.32,30.42,27.32,46.5,84.3,5.14,2,"W ",5,300
"848",848,2009-03-11 07:00:00,24.2,31.2,27.2,28.4,83,6.14,2.1,"W ",5,280
"849",849,2009-03-21 07:00:00,23.55,31.38,26.99,94.7777777777778,83.1,5.04,1.4,"N ",4,310
"850",850,2009-03-31 07:00:00,24.2,31.42,27.26,96.5555555555556,85.6,5.12,1.66666666666667,"E ",10,80
"851",851,2009-04-10 07:00:00,23.92,30.6,26.72,306.4,88.7,3.51,1.71428571428571,"E ",9,340
"852",852,2009-04-20 07:00:00,24.92,32.58,28.37,90.3,83.2,7,2.11111111111111,"E ",5,90
"853",853,2009-04-30 07:00:00,24.94,32.36,28.31,27.1,82.3,6.65,2.33333333333333,"E ",5,100
"854",854,2009-05-10 07:00:00,24.34,31.37,27.55,81.1111111111111,83.8,4.5,1.875,"E ",5,40
"855",855,2009-05-20 07:00:00,24.58,31.66,27.77,28,84.5,5.42,1.9,"E ",4,120
"856",856,2009-05-30 07:00:00,24.94,33.14,28.43,3.4,80.2,6.27,2.3,"E ",6,90
"857",857,2009-06-09 07:00:00,24.28,32.46,27.75,42.5,81.6,6.2,2.5,"E ",5,90
"858",858,2009-06-19 07:00:00,24.56,32.42,27.93,39.4,80.7,6.32,2.7,"E ",6,90
"859",859,2009-06-29 07:00:00,24.1,31.48,26.87,11,82.9,4.77,2,"E ",5,180
"860",860,2009-07-09 07:00:00,22.98,31.94,27.11,0,80.2,7.16,3,"E ",7,120
"861",861,2009-07-19 07:00:00,23.9,32.57,27.67,0.8,79.6,6.43,3,"E ",8,100
"862",862,2009-07-29 07:00:00,22.98,32.06,27.17,0,79.1,7.65,3.7,"SE",8,110
"863",863,2009-08-08 07:00:00,24,32.94,27.65,16.7777777777778,81.7,6.28,3,"E ",6,100
"864",864,2009-08-18 07:00:00,23.3,32.41,27.37,0.2,78,7.22,3.2,"E ",7,100
"865",865,2009-08-28 07:00:00,23.5,32.32,27.55,0,78.9,7.5,3.5,"S ",7,160
"866",866,2009-09-07 07:00:00,24.14,32.89,27.98,12.6,79.3,6.52,3.7,"E ",8,90
"867",867,2009-09-17 07:00:00,23.8,31.78,27.25,32.2,83.4,6.9,3.2,"S ",9,210
"868",868,2009-09-27 07:00:00,24.06,32.46,27.65,48.6,82.4,5.73,2.9,"S ",8,70
"869",869,2009-10-07 07:00:00,23.52,31.44,26.98,78.6,83.9,4.93,2,"S ",8,110
"870",870,2009-10-17 07:00:00,23.57,32.08,27.18,281.7,84.4,6.18,2.22222222222222,"E ",10,80
"871",871,2009-10-27 07:00:00,24.12,31.42,27.05,155.2,86.5,4.94,2.42857142857143,"E ",5,220
"872",872,2009-11-06 07:00:00,24.16,31.06,26.77,351.8,88.2,3.4,1.5,"E ",10,60
"873",873,2009-11-16 07:00:00,23.96,30.08,26.76,266.3,86.6,3.76,1.8,"W ",6,270
"874",874,2009-11-26 07:00:00,23.94,30.94,27.13,335.2,85.6,5.44,2,"NW",7,260
"875",875,2009-12-06 07:00:00,24.26,31.1,27.44,107.5,85.5,5.79,1.8,"W ",6,340
"876",876,2009-12-16 07:00:00,24.72,31.31,27.59,109.3,86.1,4.27,1.77777777777778,"NE",5,230
"877",877,2009-12-26 07:00:00,24.02,30.24,26.63,299.8,89.7,4.15,1.66666666666667,"W ",6,220
"878",878,2010-01-05 07:00:00,24.33,30.71,27.32,82.2222222222222,83.6,5.11,2.6,"NW",8,340
"879",879,2010-01-15 07:00:00,24.21,30.84,27.76,18.7777777777778,81.3,5.36,2.9,"NW",6,350
"880",880,2010-01-25 07:00:00,24.33,30.63,27.14,35,85.4,3.7,2.33333333333333,"W ",4,340
"881",881,2010-02-04 07:00:00,24.21,31.86,27.99,121.2,83.1,5.79,2.4,"NW",6,110
"882",882,2010-02-14 07:00:00,24.76,31.4,27.57,140.333333333333,85.3,2.93,2.4,"W ",6,340
"883",883,2010-02-24 07:00:00,25.21,32.37,28.15,27.6,83.4,5.43,2.4,"W ",5,360
"884",884,2010-03-06 07:00:00,24.16,32.05,27.81,141.4,81.3,5.65,2.5,"S ",5,10
"885",885,2010-03-16 07:00:00,24.48,31.77,27.6,151.9,85.6,5.4,2.5,"NW",6,20
"886",886,2010-03-26 07:00:00,24.56,31.59,27.81,75.7,84.6,4.91,2.3,"N ",8,230
"887",887,2010-04-05 07:00:00,25.03,32.51,28.46,31,83.4,5.49,2.2,"NW",4,300
"888",888,2010-04-15 07:00:00,25.11,32.21,28.21,85.625,84.7,4.96,2.1,"W ",4,250
"889",889,2010-04-25 07:00:00,24.89,32.45,28.51,66.3,82.9,5.99,2.5,"E ",5,120
"890",890,2010-05-05 07:00:00,25.3,32.63,28.55,97.3,85.3,5.4,2.1,"W ",7,230
"891",891,2010-05-15 07:00:00,24.68,32.57,28.19,86.4444444444444,84.6,5.13,2.5,"E ",6,230
"892",892,2010-05-25 07:00:00,24.73,32.56,28.1,61.8888888888889,85,5.16,2.7,"E ",5,90
"893",893,2010-06-04 07:00:00,24.12,31.28,27.53,124.666666666667,84.8,3.69,2.3,"E ",6,200
"894",894,2010-06-14 07:00:00,24.05,32.17,27.77,111.3,82,5.81,2.6,"E ",6,300
"895",895,2010-06-24 07:00:00,23.75,30.85,27.07,69.1,87.1,3.9,2.5,"E ",5,10
"896",896,2010-07-04 07:00:00,23.86,31.48,27.32,135.75,84.3,5.14,1.9,"E ",6,210
"897",897,2010-07-14 07:00:00,23.76,31.18,26.88,109.4,85.2,5.74,2.6,"E ",7,120
"898",898,2010-07-24 07:00:00,23.61,30.47,26.63,82.4444444444444,85,3.94,2.4,"E ",9,110
"899",899,2010-08-03 07:00:00,23.88,32.2,27.6,NA,82.7,6.06,2.6,"E ",8,340
"900",900,2010-08-13 07:00:00,23.66,30.32,26.59,305.625,87.6,2.94,2.4,"E ",6,90
"901",901,2010-08-23 07:00:00,23.47,32.14,27.29,NA,82.5,6.66,2.6,"E ",6,100
"902",902,2010-09-02 07:00:00,23.47,30.69,26.66,NA,85.3,3.85,2.11111111111111,"E ",5,60
"903",903,2010-09-12 07:00:00,23.68,31.38,26.87,NA,87.2,4.78,2.7,"E ",11,70
"904",904,2010-09-22 07:00:00,23.4,30.82,26.52,144.444444444444,89.7,4.12,1.8,"E ",5,250
"905",905,2010-10-02 07:00:00,24.16,30.81,27.26,NA,86.9,3.91,1.77777777777778,"S ",5,110
"906",906,2010-10-12 07:00:00,25.11,31.97,28.1,NA,82.5,5.36,1.55555555555556,"S ",4,270
"907",907,2010-10-22 07:00:00,23.84,30.86,26.75,132.222222222222,85.2,4.8,2,"W ",5,240
"908",908,2010-11-01 07:00:00,23.94,31.23,26.8,NA,86.5,4.69,2,"S ",4,190
"909",909,2010-11-11 07:00:00,24.07,31.03,27.05,183.25,85.1,5.07,1.66666666666667,"NW",4,320
"910",910,2010-11-21 07:00:00,24.35,31.16,27.3,107.875,84.8,4.86,1.625,"W ",6,350
"911",911,2010-12-01 07:00:00,24.34,30.41,26.9,167.25,85.6,3.47,1.77777777777778,"W ",7,230
"912",912,2010-12-11 07:00:00,23.42,30.76,26.39,100.875,85.3,3.48,1.88888888888889,"W ",10,340
"913",913,2010-12-21 07:00:00,23.66,30.1,26.33,75.5,87.2,3.68,1.75,"W ",5,350
"914",914,2010-12-31 07:00:00,24.52,31,27.58,205.222222222222,81.2,5.6,1.4,"NW",5,350
"915",915,2011-01-10 07:00:00,24.22,29.6,26.99,131.4,82.4,4.52,2.9,"NW",6,300
"916",916,2011-01-20 07:00:00,24.9,30.38,27.04,80.6,81.1,4.43,1.25,"NW",4,330
"917",917,2011-01-30 07:00:00,24.36,29.63,26.83,81.2,82.4,4.41,1.77777777777778,"NW",5,360
"918",918,2011-02-09 07:00:00,24.04,31.29,27.35,65.1,82.4,6.41,1.7,"W ",4,310
"919",919,2011-02-19 07:00:00,24.6,30.84,27.49,113.9,80.8,5.47,2.11111111111111,"W ",5,320
"920",920,2011-03-01 07:00:00,25.06,31.18,27.68,19.5,81.5,5.86,1.5,"W ",4,330
"921",921,2011-03-11 07:00:00,24.1,30.74,26.86,38,85.4,3.09,1.5,"SW",4,280
"922",922,2011-03-21 07:00:00,24.24,30.52,27.02,78.4,83.9,3.46,1.77777777777778,"NW",5,260
"923",923,2011-03-31 07:00:00,24.44,31.36,27.48,71.2,83.3,5.72,1.3,"NW",5,310
"924",924,2011-04-10 07:00:00,24.56,31.22,27.3,69.6,83.7,4.83,1.625,"NE",4,260
"925",925,2011-04-20 07:00:00,24.5,31.52,27.37,53.6,84.8,3.78,1.71428571428571,"SW",5,220
"926",926,2011-04-30 07:00:00,24.86,31.9,28.01,83.4,83.4,6.17,1.55555555555556,"NW",5,290
"927",927,2011-05-10 07:00:00,25.72,32.86,28.59,34.6,80,5.79,2,"E ",5,80
"928",928,2011-05-20 07:00:00,24.77,32.48,28,36.2222222222222,80.6,5.64,2.1,"E ",6,170
"929",929,2011-05-30 07:00:00,24.74,32.24,28.05,51,82.3,5.88,1.9,"E ",6,80
"930",930,2011-06-09 07:00:00,24.58,32.16,27.74,7.4,78,6.98,3.1,"E ",5,90
"931",931,2011-06-19 07:00:00,23.86,32.62,27.58,24.3,80.1,7.13,3.6,"E ",8,140
"932",932,2011-06-29 07:00:00,23.34,31.32,26.79,194.5,80.7,6.21,2.5,"E ",6,80
"933",933,2011-07-09 07:00:00,24.36,31.24,26.66,91.3,86.4,5.45,2.4,"E ",8,100
"934",934,2011-07-19 07:00:00,23.72,31.82,27,37.7,81.4,7.07,2.7,"E ",6,110
"935",935,2011-07-29 07:00:00,24.11,30.66,26.75,161.6,83,3.85,2.625,"SW",8,110
"936",936,2011-08-08 07:00:00,24.01,31.54,27.2,135.5,81.7,5.75,1.9,"E ",5,250
"937",937,2011-08-18 07:00:00,24.64,31.57,27.02,166.1,82.8,4.99,2.4,"E ",9,80
"938",938,2011-08-28 07:00:00,24.02,31.26,27.03,109.7,84.5,3.97,3,"E ",7,90
"939",939,2011-09-07 07:00:00,23.62,31.51,26.59,60,83.9,4.75,2.8,"E ",10,350
"940",940,2011-09-17 07:00:00,23.92,32.28,27.51,0,81.9,6.34,3.2,"SE",8,80
"941",941,2011-09-27 07:00:00,23.86,31.98,27.38,3.6,81.9,6.17,2.8,"E ",7,80
"942",942,2011-10-07 07:00:00,23.82,31.87,27.18,110.1,83.4,4.8,1.9,"E ",5,100
"943",943,2011-10-17 07:00:00,23.52,31.1,26.44,168.4,87.3,3.79,1.5,"E ",5,190
"944",944,2011-10-27 07:00:00,24.34,30.2,26.64,262.8,87.7,3.07,1.83333333333333,"SW",4,210
"945",945,2011-11-06 07:00:00,23.86,31.38,27.14,133.9,81.5,5.23,1.77777777777778,"S ",5,250
"946",946,2011-11-16 07:00:00,24.52,31.8,27.01,110,83,5.47,2.6,"E ",9,80
"947",947,2011-11-26 07:00:00,24.58,30.51,26.77,226.1,86.6,3.01,2.3,"SW",10,350
"948",948,2011-12-06 07:00:00,24.77,30.93,27.16,120.5,84.4,5.9,2.44444444444444,"W ",10,50
"949",949,2011-12-16 07:00:00,24.6,30.82,27.33,126.1,86.3,4.22,2.6,"W ",7,250
"950",950,2011-12-26 07:00:00,25.36,31.02,27.53,55.4,84.6,4.9,2.5,"NW",5,280
"951",951,2012-01-05 07:00:00,24.59,29.28,26.81,97.3,84.7,2.96,2.7,"W ",8,280
"952",952,2012-01-15 07:00:00,24.42,31.38,27.68,21.1111111111111,80.5,5.4,2.1,"W ",7,290
"953",953,2012-01-25 07:00:00,25.04,30.72,27.31,106.222222222222,82.3,4.94,2.9,"N ",8,330
"954",954,2012-02-04 07:00:00,23.73,30.74,26.91,187.2,83.3,4.36,2.2,"W ",5,10
"955",955,2012-02-14 07:00:00,24.15,31,26.96,147.9,84.2,5.4,2.3,"W ",7,270
"956",956,2012-02-24 07:00:00,23.71,30.57,26.49,116.6,86.9,3.15,2.3,"W ",6,270
"957",957,2012-03-05 07:00:00,24.63,30.86,27.25,62.1111111111111,82.5,4.07,2.5,"N ",11,220
"958",958,2012-03-15 07:00:00,24.94,31.12,27.9,1.8,81.8,5.4,2.2,"W ",9,340
"959",959,2012-03-25 07:00:00,24.5,31.86,27.7,11.875,82.3,4.51,2.1,"W ",5,350
"960",960,2012-04-04 07:00:00,23.6,32.02,27.19,118.1,83.8,5.98,2.6,"E ",6,360
"961",961,2012-04-14 07:00:00,24.04,31.54,27.25,181.875,85.2,4.54,2.2,"E ",6,30
"962",962,2012-04-24 07:00:00,24.46,32.78,28.54,38.9,81.9,5.69,2.3,"E ",6,110
"963",963,2012-05-04 07:00:00,24.48,32.24,28.13,28,80.9,6.64,2.2,"E ",7,250
"964",964,2012-05-14 07:00:00,24.31,33.01,28.03,18.6666666666667,81.2,6.53,2.4,"E ",6,110
"965",965,2012-05-24 07:00:00,24.1,33.07,28.22,87.6666666666667,80.8,6.99,3,"E ",10,320
"966",966,2012-06-03 07:00:00,24.08,32.46,27.69,49.2,82.2,5.53,3,"E ",18,260
"967",967,2012-06-13 07:00:00,23.68,33.1,28.05,0.4,78.8,7.61,3.3,"SE",7,120
"968",968,2012-06-23 07:00:00,23.84,32.58,27.52,1.5,79.4,7.03,3.7,"SE",7,100
"969",969,2012-07-03 07:00:00,23.44,30.98,26.85,35.2,82.8,5.13,3.4,"E ",8,120
"970",970,2012-07-13 07:00:00,23.28,31.88,26.89,19.4,83.2,5.62,3.3,"E ",9,120
"971",971,2012-07-23 07:00:00,22.82,31.29,26.64,3.7,80.5,6.5,3.9,"SE",9,200
"972",972,2012-08-02 07:00:00,23.2,32.3,27.05,53.4,79.9,7.04,4.1,"SE",10,130
"973",973,2012-08-12 07:00:00,23.06,32.62,27.2,1.7,78.8,7.13,4.1,"SE",8,130
"974",974,2012-08-22 07:00:00,23.33,31.26,26.47,101,83.2,4.58,3.6,"SE",7,120
"975",975,2012-09-01 07:00:00,23.12,32.21,27.18,11.2,82.3,6.57,3.7,"SE",10,120
"976",976,2012-09-11 07:00:00,23.52,31.98,27.3,0,81,7.27,3.6,"SE",8,190
"977",977,2012-09-21 07:00:00,22.81,32,27.1,0,80.6,6.62,3.5,"S ",7,220
"978",978,2012-10-01 07:00:00,23.9,32.38,27.66,2.75,82.4,5.57,3.4,"SE",7,120
"979",979,2012-10-11 07:00:00,24.08,31.19,27,136.111111111111,85.8,2.5,2.2,"W ",5,270
"980",980,2012-10-21 07:00:00,23.58,31.63,27.46,127.888888888889,81.9,5.58,2.6,"E ",10,80
"981",981,2012-10-31 07:00:00,24.08,30.91,27.25,164.5,84.6,4.66,2.3,"W ",5,40
"982",982,2012-11-10 07:00:00,24.36,31.4,27.29,104,86.2,4.62,2.3,"E ",9,100
