"","YYYYMMDD","HHMM","sat","lat","lon","T21","T31","sample","FRP","conf","type","year","CLUSTER_ID","coords.x1","coords.x2","freq","Duplicate"
"3906",2009-09-23,"615","A",-1.951,110.17,318.7,294.1,782,10.1,44,"0","2009",76034,407691.386270042,9784331.55174541,1,"Unique"
"3907",2009-09-23,"615","A",-1.938,110.131,319.1,293.2,786,10.4,0,"0","2009",73365,403352.927370079,9785766.44012112,1,"Unique"
"3908",2009-09-23,"615","A",-1.883,110.132,327.4,301,785,17,63,"0","2009",73435,403461.081384754,9791846.43887213,1,"Unique"
"3909",2009-09-23,"615","A",-1.873,110.134,330.7,304.9,784,20.1,63,"0","2009",73590,403682.990730141,9792951.9924472,1,"Unique"
"3910",2009-09-23,"615","A",-1.875,110.125,327.6,304.1,785,16,30,"0","2009",72921,402682.038289029,9792730.40619483,1,"Unique"
"3911",2009-09-23,"615","A",-1.789,110.271,349.4,302,768,48.9,95,"0","2009",83466,418917.336767102,9802244.33072265,1,"Unique"
"3912",2009-09-23,"615","A",-1.79,110.262,397.5,305.2,769,232,94,"0","2009",82725,417916.305410937,9802133.38989171,1,"Unique"
"3913",2009-09-23,"1837","A",-1.76,110.306,313.4,291.8,1150,26.1,82,"0","2009",86540,422809.188094913,9805451.48935564,1,"Unique"
"3915",2009-09-23,"1837","A",-1.779,110.27,306.5,291.9,1148,14.4,50,"0","2009",83389,418805.667742132,9803349.69160617,1,"Unique"
"3916",2009-09-23,"1837","A",-1.784,110.262,303.6,291.9,1148,10.8,56,"0","2009",82726,417916.038993129,9802796.63416416,1,"Unique"
"3917",2009-09-24,"657","A",-1.791,110.248,329,289,18,190,76,"0","2009",81648,416359.118479083,9802022.21630622,1,"Unique"
"3918",2009-09-24,"657","A",-1.784,110.281,322.4,288.3,17,138.5,40,"0","2009",84385,420029.424641356,9802797.47075211,1,"Unique"
"3919",2009-09-24,"657","A",-1.789,110.243,324.7,288.8,18,155.1,55,"0","2009",81319,415802.871942778,9802243.06979083,1,"Unique"
"3920",2009-09-25,"304","T",-1.422,110.116,318.7,300.2,552,7.3,53,"0","2009",72195,401658.745876791,9842806.59231707,1,"Unique"
"3922",2009-09-25,"1524","T",-1.876,110.135,305.5,285.3,326,10.1,64,"0","2009",73667,403794.383572758,9792620.4145814,1,"Unique"
"3923",2009-09-25,"1524","T",-1.878,110.123,310.6,286,327,15.5,80,"0","2009",72755,402459.746034233,9792398.66104779,1,"Unique"
"3924",2009-09-25,"602","A",-1.959,110.144,323.4,299.3,1067,21.1,29,"0","2009",74318,404800.02908482,9783445.75030132,1,"Unique"
"3925",2009-09-25,"602","A",-1.885,110.12,349.6,294.3,1068,91.7,95,"0","2009",72532,402126.448888956,9791624.68037018,1,"Unique"
"3926",2009-09-25,"602","A",-1.893,110.116,331.5,296.6,1068,37.1,62,"0","2009",72175,401681.983531699,9790740.09632872,1,"Unique"
"3927",2009-09-25,"602","A",-1.784,110.274,325.9,293.7,1055,25.3,61,"0","2009",83734,419250.809916761,9802797.16507469,1,"Unique"
"3928",2009-09-25,"602","A",-1.771,110.285,346.5,297.7,1054,75.1,94,"0","2009",84739,420473.790529993,9804234.66585562,1,"Unique"
"3929",2009-09-25,"602","A",-1.773,110.272,329.9,292.6,1055,32.4,55,"0","2009",83562,419027.868823504,9804013.02218803,1,"Unique"
"3931",2009-09-25,"602","A",-1.777,110.279,351.1,297.7,1054,91.1,96,"0","2009",84196,419806.660859554,9803571.16571126,1,"Unique"
"3934",2009-09-27,"1512","T",-1.913,110.137,305.9,288.3,624,5.5,33,"0","2009",73808,404018.878042374,9788530.38795058,1,"Unique"
"3935",2009-09-27,"1512","T",-1.914,110.128,307.9,288.5,625,6.9,51,"0","2009",73152,403017.895113235,9788419.33744235,1,"Unique"
"3936",2009-09-27,"1512","T",-1.896,110.126,308.2,286.3,625,6.8,16,"0","2009",73005,402794.432701394,9790409.02639542,1,"Unique"
"3937",2009-09-27,"1512","T",-1.837,110.212,303.3,291.3,614,4,51,"0","2009",79204,412356.999745876,9796935.60068235,1,"Unique"
"3938",2009-09-27,"1512","T",-1.839,110.203,313.1,291.5,615,11,86,"0","2009",78478,411356.035153634,9796714.07217809,1,"Unique"
"3940",2009-09-27,"1512","T",-1.795,110.252,320.8,292.6,609,16.7,100,"0","2009",81943,416804.222873884,9801580.23445748,1,"Unique"
"3941",2009-09-27,"1512","T",-1.785,110.26,323.9,293.1,608,19.7,100,"0","2009",82569,417693.621283405,9802686.00407355,1,"Unique"
"3942",2009-09-27,"1512","T",-1.786,110.251,308.1,292.2,609,5.7,18,"0","2009",81866,416692.585831841,9802575.05787543,1,"Unique"
"3943",2009-09-27,"1512","T",-1.771,110.294,306.3,292.7,604,5.2,19,"0","2009",85537,421474.870974095,9804235.04952745,1,"Unique"
"3945",2009-09-27,"1512","T",-1.773,110.276,339.5,294.5,606,40.7,100,"0","2009",83896,419472.794503746,9804013.19662638,1,"Unique"
"3946",2009-09-27,"1512","T",-1.776,110.258,311,293.6,608,7.8,46,"0","2009",82407,417470.758799744,9803680.78169081,1,"Unique"
"3947",2009-09-27,"1512","T",-1.76,110.302,307.6,293.2,603,6.6,72,"0","2009",86193,422364.26222612,9805451.32335193,1,"Unique"
"3948",2009-09-27,"1512","T",-1.762,110.293,308.3,293.4,604,6.9,74,"0","2009",85435,421363.261464901,9805229.86650738,1,"Unique"
"3949",2009-09-27,"1512","T",-1.764,110.275,311.5,293.8,606,8.1,34,"0","2009",83822,419361.174598484,9805008.01642294,1,"Unique"
"3950",2009-09-27,"1512","T",-1.751,110.301,336.5,294.5,603,36.5,100,"0","2009",86117,422252.658866813,9806446.13924323,1,"Unique"
"3951",2009-09-27,"1512","T",-1.753,110.292,310.9,294.2,604,8,27,"0","2009",85342,421251.652791057,9806224.68376322,1,"Unique"
"3952",2009-09-27,"1512","T",-1.726,110.153,304.6,292.5,618,4.9,60,"0","2009",74941,405788.793849004,9809202.94168237,1,"Unique"
"3953",2009-09-27,"1512","T",-1.728,110.144,304,292.1,619,4.6,57,"0","2009",74332,404787.75535938,9808981.40586494,1,"Unique"
"3954",2009-09-27,"1512","T",-1.655,110.073,304.4,292.8,625,4.4,59,"0","2009",68973,396885.957737881,9817047.55254067,1,"Unique"
"3955",2009-09-27,"1512","T",-1.582,110.065,303.4,292.3,624,4.1,51,"0","2009",68495,395992.285743609,9825117.00011885,1,"Unique"
"3956",2009-09-27,"1512","T",-1.515,110.083,314.9,292.1,621,9.9,32,"0","2009",69649,397991.543261334,9832524.43964076,1,"Unique"
"3957",2009-09-27,"1512","T",-1.507,110.082,322.8,291.6,621,17.9,100,"0","2009",69585,397879.918531525,9833408.75617921,1,"Unique"
"3958",2009-09-27,"1512","T",-1.466,110.107,306.9,293.5,617,5,7,"0","2009",71403,400659.36343021,9837942.24351521,1,"Unique"
"3959",2009-09-27,"1512","T",-1.456,110.114,306.9,293.2,616,5.1,10,"0","2009",72030,401437.696208203,9839047.99714327,1,"Unique"
"3961",2009-09-27,"1512","T",-1.411,110.108,306.3,292.8,616,5.1,54,"0","2009",71499,400768.239784852,9844022.2402126,1,"Unique"
"3962",2009-09-27,"550","A",-2.027,110.209,314.4,295.1,1241,27.3,64,"0","2009",78966,412033.08835014,9775932.42334922,1,"Unique"
"3963",2009-09-27,"550","A",-1.921,110.12,325.9,297.1,1244,59.7,54,"0","2009",72521,402128.478775506,9787645.06971565,1,"Unique"
"3965",2009-09-27,"550","A",-1.796,110.256,325.2,292.5,1237,56.6,73,"0","2009",82254,417249.190248502,9801469.87505128,1,"Unique"
"3966",2009-09-27,"550","A",-1.78,110.276,364.5,293.4,1236,339.5,100,"0","2009",83895,419473.097635476,9803239.41415285,1,"Unique"
"3967",2009-09-27,"550","A",-1.766,110.275,328.7,294.5,1236,66.2,62,"0","2009",83821,419361.260765946,9804786.93569428,1,"Unique"
"3968",2009-09-27,"550","A",-1.786,110.273,322.8,291.6,1236,43,31,"0","2009",83653,419139.666527249,9802576.04029052,1,"Unique"
"3969",2009-09-27,"550","A",-1.79,110.251,328.5,293.4,1237,68,57,"0","2009",81865,416692.766192643,9802132.89391549,1,"Unique"
"3970",2009-09-27,"550","A",-1.773,110.271,357.8,295.3,1236,269.7,99,"0","2009",83468,418916.637341561,9804012.97842823,1,"Unique"
